"","wgcna_module_name","gene","annotation"
"4341","midnightblue","VPS41","RNA Processing"
"4342","midnightblue","GLOD4","RNA Processing"
"4343","midnightblue","LPGAT1","RNA Processing"
"4344","midnightblue","GFM2","RNA Processing"
"4345","midnightblue","SET","RNA Processing"
"4346","midnightblue","CNOT8","RNA Processing"
"4347","midnightblue","ATP6V1G1","RNA Processing"
"4348","midnightblue","PRKAR1A","RNA Processing"
"4349","midnightblue","PSMA6","RNA Processing"
"4350","midnightblue","RPS3A","RNA Processing"
"4351","midnightblue","LCORL","RNA Processing"
"4352","midnightblue","COPZ1","RNA Processing"
"4353","midnightblue","OGFOD1","RNA Processing"
"4354","midnightblue","CEBPZ","RNA Processing"
"4355","midnightblue","GNPNAT1","RNA Processing"
"4356","midnightblue","MMGT1","RNA Processing"
"4357","midnightblue","HNRNPL","RNA Processing"
"4358","midnightblue","IQGAP2","RNA Processing"
"4359","midnightblue","ZC3HAV1L","RNA Processing"
"4360","midnightblue","PTMA","RNA Processing"
"4361","midnightblue","SUGT1","RNA Processing"
"4362","midnightblue","CNIH1","RNA Processing"
"4363","midnightblue","ESD","RNA Processing"
"4364","midnightblue","NUS1","RNA Processing"
"4365","midnightblue","PDCD2","RNA Processing"
"4366","midnightblue","NCL","RNA Processing"
"4367","midnightblue","SNHG16","RNA Processing"
"4368","midnightblue","SHLD2","RNA Processing"
"4369","midnightblue","KPNA3","RNA Processing"
"4370","midnightblue","SLC25A46","RNA Processing"
"4371","midnightblue","BRCC3","RNA Processing"
"4372","midnightblue","CBX3","RNA Processing"
"4373","midnightblue","TARDBP","RNA Processing"
"4374","midnightblue","ATP1B3","RNA Processing"
"4375","midnightblue","C18orf54","RNA Processing"
"4376","midnightblue","PBDC1","RNA Processing"
"4377","midnightblue","LDAH","RNA Processing"
"4378","midnightblue","WBP11","RNA Processing"
"4379","midnightblue","PPAT","RNA Processing"
"4380","midnightblue","TRAPPC3","RNA Processing"
"4381","midnightblue","EXOC6","RNA Processing"
"4382","midnightblue","GNPAT","RNA Processing"
"4383","midnightblue","NDUFS1","RNA Processing"
"4384","midnightblue","PCYOX1","RNA Processing"
"4385","midnightblue","ZNF585A","RNA Processing"
"4386","midnightblue","TNPO3","RNA Processing"
"4387","midnightblue","SPTSSA","RNA Processing"
"4388","midnightblue","RPL17","RNA Processing"
"4389","midnightblue","ADO","RNA Processing"
"4390","midnightblue","LMNB1","RNA Processing"
"4391","midnightblue","COQ5","RNA Processing"
"4392","midnightblue","AAR2","RNA Processing"
"4393","midnightblue","MRPS27","RNA Processing"
"4394","midnightblue","KIF5B","RNA Processing"
"4395","midnightblue","RAD18","RNA Processing"
"4396","midnightblue","SYF2","RNA Processing"
"4397","midnightblue","C18orf21","RNA Processing"
"4398","midnightblue","SMC3","RNA Processing"
"4399","midnightblue","SMARCAD1","RNA Processing"
"4400","midnightblue","ATRX","RNA Processing"
"4401","midnightblue","RFC4","RNA Processing"
"4402","midnightblue","GPSM2","RNA Processing"
"4403","midnightblue","HAUS1","RNA Processing"
"4404","midnightblue","PRMT6","RNA Processing"
"4405","midnightblue","TXNDC9","RNA Processing"
"4406","midnightblue","RDX","RNA Processing"
"4407","midnightblue","H3F3A","RNA Processing"
"4408","midnightblue","TMEM183B","RNA Processing"
"4409","midnightblue","PCNP","RNA Processing"
"4410","midnightblue","TDG","RNA Processing"
"4411","midnightblue","COX15","RNA Processing"
"4412","midnightblue","GCOM1","RNA Processing"
"4413","midnightblue","GMCL1","RNA Processing"
"4414","midnightblue","TMEM97","RNA Processing"
"4415","midnightblue","NUDT9","RNA Processing"
"4416","midnightblue","RFC5","RNA Processing"
"4417","midnightblue","POLR2M","RNA Processing"
"4418","midnightblue","HAUS6","RNA Processing"
"4419","midnightblue","TUBA1C","RNA Processing"
"4420","midnightblue","MRPL42","RNA Processing"
"4421","midnightblue","ATF2","RNA Processing"
"4422","midnightblue","ZNF253","RNA Processing"
"4423","midnightblue","RSPRY1","RNA Processing"
"4424","midnightblue","RBAK-RBAKDN","RNA Processing"
"4425","midnightblue","ZNF277","RNA Processing"
"4426","midnightblue","MEST","RNA Processing"
"4427","midnightblue","UBA2","RNA Processing"
"4428","midnightblue","LSM6","RNA Processing"
"4429","midnightblue","RPL4","RNA Processing"
"4430","midnightblue","PANK3","RNA Processing"
"4431","midnightblue","HMGN1","RNA Processing"
"4432","midnightblue","NIPSNAP3A","RNA Processing"
"4433","midnightblue","CASC4","RNA Processing"
"4434","midnightblue","SUPT16H","RNA Processing"
"4435","midnightblue","EXOC5","RNA Processing"
"4436","midnightblue","AKIRIN1","RNA Processing"
"4437","midnightblue","TTC39C","RNA Processing"
"4438","midnightblue","NUDCD2","RNA Processing"
"4439","midnightblue","NUDCD1","RNA Processing"
"4440","midnightblue","BNIP3L","RNA Processing"
"4441","midnightblue","BLOC1S6","RNA Processing"
"4442","midnightblue","VPS37A","RNA Processing"
"4443","midnightblue","C8orf59","RNA Processing"
"4444","midnightblue","RXYLT1","RNA Processing"
"4445","midnightblue","FAM13B","RNA Processing"
"4446","midnightblue","XRCC6","RNA Processing"
"4447","midnightblue","RNF185","RNA Processing"
"4448","midnightblue","SREK1IP1","RNA Processing"
"4449","midnightblue","TAF5","RNA Processing"
"4450","midnightblue","NONO","RNA Processing"
"4451","midnightblue","DNAJB7","RNA Processing"
"4452","midnightblue","DNAJC8","RNA Processing"
"4453","midnightblue","SRSF1","RNA Processing"
"4454","midnightblue","CCDC6","RNA Processing"
"4455","midnightblue","SORD","RNA Processing"
"4456","midnightblue","COPS3","RNA Processing"
"4457","midnightblue","UBE2L6","RNA Processing"
"4458","midnightblue","COPS5","RNA Processing"
"4459","midnightblue","FGD5-AS1","RNA Processing"
"4460","midnightblue","COIL","RNA Processing"
"4461","midnightblue","CNIH4","RNA Processing"
"4462","midnightblue","CD101","RNA Processing"
"4463","midnightblue","PDCL3","RNA Processing"
"4464","midnightblue","MAN1A2","RNA Processing"
"4465","midnightblue","CAPRIN1","RNA Processing"
"4466","midnightblue","WDR3","RNA Processing"
"4467","midnightblue","CSTF2","RNA Processing"
"4468","midnightblue","DPY19L1","RNA Processing"
"4469","midnightblue","EIF3M","RNA Processing"
"4470","midnightblue","FAM45BP","RNA Processing"
"4471","darkgrey","EIF2S2","Cell Cycle"
"4472","darkgrey","PAK2","Cell Cycle"
"4473","darkgrey","MCMBP","Cell Cycle"
"4474","darkgrey","NME6","Cell Cycle"
"4475","darkgrey","ZNF813","Cell Cycle"
"4476","darkgrey","PRELID3B","Cell Cycle"
"4477","darkgrey","NIPSNAP2","Cell Cycle"
"4478","darkgrey","ARCN1","Cell Cycle"
"4479","darkgrey","CDC42","Cell Cycle"
"4480","darkgrey","GTF2E2","Cell Cycle"
"4481","darkgrey","CENPQ","Cell Cycle"
"4482","darkgrey","ZNF726","Cell Cycle"
"4483","darkgrey","STT3B","Cell Cycle"
"4484","darkgrey","RFC1","Cell Cycle"
"4485","darkgrey","TES","Cell Cycle"
"4486","darkgrey","PRPF4","Cell Cycle"
"4487","darkgrey","LYZL6","Cell Cycle"
"4488","darkgrey","SMC1A","Cell Cycle"
"4489","darkgrey","YME1L1","Cell Cycle"
"4490","darkgrey","VPS33A","Cell Cycle"
"4491","darkgrey","UBE2G1","Cell Cycle"
"4492","darkgrey","UBE2D3","Cell Cycle"
"4493","darkgrey","CHURC1","Cell Cycle"
"4494","darkgrey","VPS35","Cell Cycle"
"4495","darkgrey","SNX6","Cell Cycle"
"4496","darkgrey","SDHAF2","Cell Cycle"
"4497","darkgrey","EXOSC9","Cell Cycle"
"4498","darkgrey","THAP12","Cell Cycle"
"4499","darkgrey","METTL4","Cell Cycle"
"4500","darkgrey","UBLCP1","Cell Cycle"
"4501","darkgrey","CALU","Cell Cycle"
"4502","darkgrey","CSNK1A1","Cell Cycle"
"4503","darkgrey","DPM1","Cell Cycle"
"4504","darkgrey","WDFY1","Cell Cycle"
"4505","darkgrey","RSL1D1","Cell Cycle"
"4506","darkgrey","FANCB","Cell Cycle"
"4507","darkgrey","SNW1","Cell Cycle"
"4508","darkgrey","OR9G4","Cell Cycle"
"4509","darkgrey","ERI2","Cell Cycle"
"4510","darkgrey","HNRNPC","Cell Cycle"
"4511","darkgrey","NSA2","Cell Cycle"
"4512","darkgrey","PPP2R3C","Cell Cycle"
"4513","darkgrey","METAP2","Cell Cycle"
"4514","darkgrey","LSM12","Cell Cycle"
"4515","darkgrey","RPF2","Cell Cycle"
"4516","darkgrey","IMMT","Cell Cycle"
"4517","darkgrey","RFC3","Cell Cycle"
"4518","darkgrey","MRPL30","Cell Cycle"
"4519","darkgrey","GOSR2","Cell Cycle"
"4520","darkgrey","LIX1L","Cell Cycle"
"4521","darkgrey","HMGN4","Cell Cycle"
"4522","darkgrey","DNA2","Cell Cycle"
"4523","darkgrey","PSMA1","Cell Cycle"
"4524","darkgrey","PAPOLA","Cell Cycle"
"4525","darkgrey","OSBPL8","Cell Cycle"
"4526","darkgrey","INIP","Cell Cycle"
"4527","darkgrey","MORC1-AS1","Cell Cycle"
"4528","darkgrey","ANAPC10","Cell Cycle"
"4529","darkgrey","RAB8B","Cell Cycle"
"4530","darkgrey","ARMT1","Cell Cycle"
"4531","darkgrey","PSG5","Cell Cycle"
"4532","darkgrey","SLCO1B7","Cell Cycle"
"4533","darkgrey","MRPS10","Cell Cycle"
"4534","darkgrey","TOPBP1","Cell Cycle"
"4535","darkgrey","RABEP1","Cell Cycle"
"4536","darkgrey","LIN54","Cell Cycle"
"4537","darkgrey","FOPNL","Cell Cycle"
"4538","darkgrey","PDCD10","Cell Cycle"
"4539","darkgrey","ABCB10","Cell Cycle"
"4540","darkgrey","SMIM15","Cell Cycle"
"4541","darkgrey","PTDSS1","Cell Cycle"
"4542","darkgrey","PRKDC","Cell Cycle"
"4543","darkgrey","ANP32A","Cell Cycle"
"4544","darkgrey","MTBP","Cell Cycle"
"4545","darkgrey","TAX1BP1","Cell Cycle"
"4546","darkgrey","XRN2","Cell Cycle"
"4547","darkgrey","EFL1","Cell Cycle"
"4548","darkgrey","ATP8B5P","Cell Cycle"
"4549","darkgrey","TMEM135","Cell Cycle"
"4550","darkgrey","RMND5A","Cell Cycle"
"4551","darkgrey","MAPRE1","Cell Cycle"
"4552","darkgrey","TPRX1","Cell Cycle"
"4553","darkgrey","FAM83B","Cell Cycle"
"4554","darkgrey","VRK1","Cell Cycle"
"4555","darkgrey","GTF2H2C_2","Cell Cycle"
"4556","darkgrey","PSMD6","Cell Cycle"
"4557","darkgrey","PTGES3","Cell Cycle"
"4558","darkgrey","CAMK2D","Cell Cycle"
"4559","darkgrey","RPE","Cell Cycle"
"4560","darkgrey","MOSPD1","Cell Cycle"
"4561","darkgrey","FAM114A2","Cell Cycle"
"4562","darkgrey","GPN1","Cell Cycle"
"4563","darkgrey","SRBD1","Cell Cycle"
"4564","darkgrey","AGR3","Cell Cycle"
"4565","darkgrey","NUP155","Cell Cycle"
"4566","darkgrey","PRIM1","Cell Cycle"
"4567","darkgrey","UGDH","Cell Cycle"
"4568","darkgrey","DNAJC21","Cell Cycle"
"4569","darkgrey","SENP1","Cell Cycle"
"4570","darkgrey","MRPL19","Cell Cycle"
"4571","darkgrey","DARS","Cell Cycle"
"4572","darkgrey","PA2G4P4","Cell Cycle"
"4573","darkgrey","NAP1L1","Cell Cycle"
"4574","darkgrey","CTNNBL1","Cell Cycle"
"4575","darkgrey","RMI1","Cell Cycle"
"4576","darkgrey","EIF4A1","Cell Cycle"
"4577","darkgrey","DCLRE1A","Cell Cycle"
"4578","darkgrey","SELENOT","Cell Cycle"
"4579","darkgrey","PNRC2","Cell Cycle"
"4580","darkgrey","NDC1","Cell Cycle"
"4581","darkgrey","RAB10","Cell Cycle"
"4582","darkgrey","AZGP1P1","Cell Cycle"
"4583","darkgrey","CDC23","Cell Cycle"
"4584","darkgrey","ZC3H12C","Cell Cycle"
"4585","darkgrey","NOA1","Cell Cycle"
"4586","darkgrey","LINC02509","Cell Cycle"
"4587","darkgrey","STRN","Cell Cycle"
"4588","darkgrey","LNPK","Cell Cycle"
"4589","darkgrey","SERBP1","Cell Cycle"
"4590","darkgrey","PRRC1","Cell Cycle"
"4591","darkgrey","CENPBD1","Cell Cycle"
"4592","darkgrey","MYBL1","Cell Cycle"
"4593","darkgrey","ARL6IP6","Cell Cycle"
"4594","darkgrey","CRK","Cell Cycle"
"4595","darkgrey","KLHL12","Cell Cycle"
"4596","darkgrey","PHC1","Cell Cycle"
"4597","darkgrey","GXYLT1","Cell Cycle"
"4598","darkgrey","TMEM70","Cell Cycle"
"4599","darkgrey","CCDC117","Cell Cycle"
"4600","darkgrey","ZFAND6","Cell Cycle"
"4601","darkgrey","C4orf46","Cell Cycle"
"4602","darkgrey","LOC441155","Cell Cycle"
"4603","darkgrey","FIGNL1","Cell Cycle"
"4604","darkgrey","C12orf4","Cell Cycle"
"4605","darkgrey","ZNF93","Cell Cycle"
"4606","darkgrey","TMPO","Cell Cycle"
"4607","darkgrey","PSMG1","Cell Cycle"
"4608","darkgrey","CDK19","Cell Cycle"
"4609","darkgrey","HAUS2","Cell Cycle"
"4610","darkgrey","DKC1","Cell Cycle"
"4611","darkgrey","CAAP1","Cell Cycle"
"4612","darkgrey","ABRAXAS1","Cell Cycle"
"4613","darkgrey","RTCA","Cell Cycle"
"4614","darkgrey","CRKL","Cell Cycle"
"4615","darkgrey","FBXO5","Cell Cycle"
"4616","darkgrey","SASS6","Cell Cycle"
"4617","darkgrey","SENP3-EIF4A1","Cell Cycle"
"4618","darkgrey","TWISTNB","Cell Cycle"
"4619","darkgrey","LOC102723704","Cell Cycle"
"4620","darkgrey","AP3M1","Cell Cycle"
"4621","darkgrey","CCNG1","Cell Cycle"
"4622","darkgrey","TXNRD1","Cell Cycle"
"4623","darkgrey","GTF2H2C","Cell Cycle"
"4624","darkgrey","PRIM2","Cell Cycle"
"4625","darkgrey","ARL8B","Cell Cycle"
"4626","darkgrey","FNTA","Cell Cycle"
"4627","darkgrey","PUDP","Cell Cycle"
"4628","darkgrey","USP1","Cell Cycle"
"4629","darkgrey","UBE2U","Cell Cycle"
"4630","darkgrey","AGPS","Cell Cycle"
"4631","darkgrey","XRCC4","Cell Cycle"
"4632","darkgrey","IER3IP1","Cell Cycle"
"4633","darkgrey","TCEA1","Cell Cycle"
"4634","darkgrey","API5","Cell Cycle"
"4635","darkgrey","UBE2NL","Cell Cycle"
"4636","darkgrey","CCDC15","Cell Cycle"
"4637","darkgrey","LCE3D","Cell Cycle"
"4638","darkgrey","ZNF22","Cell Cycle"
"4639","darkgrey","XPOT","Cell Cycle"
"4640","darkgrey","FGD6","Cell Cycle"
"4641","darkgrey","EIF4B","Cell Cycle"
"4642","darkgrey","PRKAR2A","Cell Cycle"
"4643","darkgrey","RAD54B","Cell Cycle"
"4644","darkgrey","ACADM","Cell Cycle"
"4645","darkgrey","OSBPL9","Cell Cycle"
"4646","darkgrey","SLC25A40","Cell Cycle"
"4647","darkgrey","XRCC5","Cell Cycle"
"4648","darkgrey","AGGF1","Cell Cycle"
"4649","darkgrey","GFM1","Cell Cycle"
"4650","darkgrey","TMEM126B","Cell Cycle"
"4651","darkgrey","DDX18","Cell Cycle"
"4652","darkgrey","BCAT1","Cell Cycle"
"4653","darkgrey","DDX20","Cell Cycle"
"4654","darkgrey","PPP6C","Cell Cycle"
"4655","darkgrey","BET1","Cell Cycle"
"4656","darkgrey","NIFK-AS1","Cell Cycle"
"4657","darkgrey","EEF1E1-BLOC1S5","Cell Cycle"
"4658","darkgrey","MED28","Cell Cycle"
"4659","darkgrey","TSEN15","Cell Cycle"
"4660","darkgrey","AP5M1","Cell Cycle"
"4661","darkgrey","PPP1R8","Cell Cycle"
"4662","darkgrey","LOC101926943","Cell Cycle"
"4663","darkgrey","PDE7A","Cell Cycle"
"4664","darkgrey","VPS29","Cell Cycle"
"4665","darkgrey","MRPS16","Cell Cycle"
"4666","darkgrey","EIF3A","Cell Cycle"
"4667","darkgrey","DESI2","Cell Cycle"
"4668","darkgrey","GSTCD","Cell Cycle"
"4669","darkgrey","TMEM184C","Cell Cycle"
"4670","darkgrey","GMPS","Cell Cycle"
"4671","darkgrey","DDX50","Cell Cycle"
"4672","darkgrey","EIF3E","Cell Cycle"
"4673","darkgrey","ZCCHC10","Cell Cycle"
"4674","darkgrey","CNOT7","Cell Cycle"
"4675","darkgrey","COPB2","Cell Cycle"
"4676","darkgrey","CPSF3","Cell Cycle"
"4677","darkgrey","UBE2E1","Cell Cycle"
"4678","darkgrey","BLOC1S5","Cell Cycle"
"4679","darkgrey","FYTTD1","Cell Cycle"
"4680","darkgrey","ERGIC2","Cell Cycle"
"4681","darkgrey","C10orf71","Cell Cycle"
"4682","darkgrey","ZNF724","Cell Cycle"
"4683","darkgrey","XPO1","Cell Cycle"
"4684","darkgrey","VPS26A","Cell Cycle"
"4685","darkgrey","TPM4","Cell Cycle"
"4686","darkgrey","USP51","Cell Cycle"
"4687","darkgrey","TIPIN","Cell Cycle"
"4688","darkgrey","BFAR","Cell Cycle"
"4689","darkgrey","YY1","Cell Cycle"
"4690","darkgrey","DHX32","Cell Cycle"
"4691","darkgrey","GTF2H3","Cell Cycle"
"4692","turquoise","ZGLP1","Axonogenesis"
"4693","turquoise","LOC105373021","Axonogenesis"
"4694","turquoise","GABPB1-AS1","Axonogenesis"
"4695","turquoise","VOPP1","Axonogenesis"
"4696","turquoise","SC5D","Axonogenesis"
"4697","turquoise","LOC105370941","Axonogenesis"
"4698","turquoise","LINC00965","Axonogenesis"
"4699","turquoise","TPO","Axonogenesis"
"4700","turquoise","HOXB1","Axonogenesis"
"4701","turquoise","P2RX3","Axonogenesis"
"4702","turquoise","SPAG1","Axonogenesis"
"4703","turquoise","PIP4K2B","Axonogenesis"
"4704","turquoise","DNAJB5","Axonogenesis"
"4705","turquoise","CHRNA3","Axonogenesis"
"4706","turquoise","ZNF71","Axonogenesis"
"4707","turquoise","LINC00620","Axonogenesis"
"4708","turquoise","ZPLD1","Axonogenesis"
"4709","turquoise","LOC101927560","Axonogenesis"
"4710","turquoise","MAB21L3","Axonogenesis"
"4711","turquoise","SLC22A15","Axonogenesis"
"4712","turquoise","TTLL11","Axonogenesis"
"4713","turquoise","LINC02556","Axonogenesis"
"4714","turquoise","ZBTB41","Axonogenesis"
"4715","turquoise","LOC101928075","Axonogenesis"
"4716","turquoise","KIF27","Axonogenesis"
"4717","turquoise","SMAD1-AS1","Axonogenesis"
"4718","turquoise","RTN4","Axonogenesis"
"4719","turquoise","FNDC5","Axonogenesis"
"4720","turquoise","C8orf48","Axonogenesis"
"4721","turquoise","LINC00863","Axonogenesis"
"4722","turquoise","TBCA","Axonogenesis"
"4723","turquoise","CD2BP2","Axonogenesis"
"4724","turquoise","TMPRSS15","Axonogenesis"
"4725","turquoise","BIVM","Axonogenesis"
"4726","turquoise","KRT12","Axonogenesis"
"4727","turquoise","ABCA12","Axonogenesis"
"4728","turquoise","FBXL2","Axonogenesis"
"4729","turquoise","NODAL","Axonogenesis"
"4730","turquoise","LINC00838","Axonogenesis"
"4731","turquoise","SAE1","Axonogenesis"
"4732","turquoise","MORF4L1","Axonogenesis"
"4733","turquoise","ZNF134","Axonogenesis"
"4734","turquoise","PEX11A","Axonogenesis"
"4735","turquoise","VPS8","Axonogenesis"
"4736","turquoise","JADE3","Axonogenesis"
"4737","turquoise","LINC01377","Axonogenesis"
